Name,Platform,RatingOutOf20,Publisher,Year,Classification,Genre
hyperdimension neptunia victory,ps3,10,compile heart,2012,unknown,role-playing
hyrule warriors,wiiu,15,nintendo,2014,+12,action
hysteria hospital: emergency ward,wii,6,oxygen interactive,2009,+3,action
i-ninja,ps2,12,sony computer entertainment,2003,+3,platform
icewind dale ii,pc,17,interplay,2002,+12,role-playing
ico,ps2,17,sony computer entertainment,2001,+3,action
iggy's reckin' balls,n64,13,acclaim entertainment,1998,unknown,racing
il-2 sturmovik,pc,17,blue byte,2001,+3,simulation
il-2 sturmovik: birds of prey,ds,13,505 games,2009,+7,simulation
il-2 sturmovik: birds of prey,psp,12,505 games,2009,+7,simulation
il-2 sturmovik: birds of prey,ps3,16,505 games,2009,unknown,simulation
il-2 sturmovik: forgotten battles,pc,17,ubisoft,2003,+7,simulation
illusion of gaia,snes,16,nintendo,1993,unknown,role-playing
imperial glory,pc,13,eidos interactive,2005,+12,strategy
imperium romanum,pc,14,kalypso media,2008,+7,strategy
impossible creatures,pc,15,microsoft game studios,2002,+12,strategy
inazuma eleven,ds,16,nintendo,2008,+7,role-playing
inazuma eleven 3,3ds,14,nintendo,2013,+7,role-playing
inazuma eleven 3,3ds,15,nintendo,2013,+7,role-playing
inazuma eleven strikers,wii,14,nintendo,2011,+12,role-playing
indiana jones and the staff of kings,psp,14,activision,2009,+16,action
indiana jones and the staff of kings,ps2,10,activision,2009,unknown,action
indiana jones and the staff of kings,ds,9,activision,2009,+16,action
indiana jones and the staff of kings,wii,13,activision,2009,unknown,action
infamous,ps3,16,sony computer entertainment,2009,+16,action
infamous: second son,ps4,16,sony computer entertainment,2014,+16,action
infamous 2,ps3,17,sony computer entertainment,2011,+16,action
infected,psp,9,thq,2005,+18,shooter
infinite space,ds,15,sega,2009,+12,role-playing
injustice: gods among us,wiiu,16,warner bros. interactive entertainment,2013,+16,fighting
injustice: gods among us,ps3,16,warner bros. interactive entertainment,2013,+16,fighting
injustice: gods among us,ps4,16,warner bros. interactive entertainment,2013,+16,fighting
innocent life: a futuristic harvest moon,psp,13,rising star games,2006,+7,simulation
intellivision lives!,ps2,9,play it,2003,+3,misc
inversion,ps3,10,namco bandai games,2012,+18,shooter
iridion 3d,gba,14,thq,2001,+3,shooter
iridium runners,ps2,9,southpeak games,2008,+3,racing
iron man,psp,6,sega,2008,+12,action
iron man,ps2,7,sega,2008,+12,action
iron man,wii,6,sega,2008,+12,action
iron man,ps3,8,sega,2008,+12,action
iron man,ds,10,sega,2008,unknown,action
iron man 2,ds,8,sega,2010,+12,action
iron man 2,ps3,7,sega,2010,unknown,action
island xtreme stunts,ps2,8,electronic arts,2002,+3,action
ivy the kiwi?,ds,15,rising star games,2010,+3,puzzle
ivy the kiwi?,wii,15,rising star games,2010,unknown,puzzle
jackass the game,psp,9,empire interactive,2007,+16,action
jackass the game,ps2,9,empire interactive,2007,+16,action
jade cocoon 2,ps2,16,ubisoft,2001,+3,role-playing
jak 3,ps2,18,sony computer entertainment,2004,+3,platform
jak 3,ps2,15,sony computer entertainment,2004,+12,platform
jak and daxter: the lost frontier,psp,10,sony computer entertainment,2009,+12,platform
jak and daxter: the lost frontier,ps2,10,sony computer entertainment,2009,+12,platform
jak ii,ps2,14,sony computer entertainment,2003,+12,platform
jak x: combat racing,ps2,13,sony computer entertainment,2005,+12,racing
james noir's hollywood crimes,3ds,14,ubisoft,2011,+12,adventure
jasf: jane's advanced strike fighters,ps3,7,deep silver,2011,+7,simulation
jenga world tour,ds,5,atari,2007,+3,misc
jenga world tour,wii,5,atari,2007,+3,misc
jet force gemini,n64,17,nintendo,1999,+3,shooter
wave rally,ps2,14,eidos interactive,2001,+3,racing
cradle of rome,ds,9,rising star games,2008,+3,puzzle
cradle of rome,ds,9,rising star games,2008,+3,puzzle
jewel match 2,ds,11,easy interactive,2012,+3,puzzle
jewel quest iv: heritage,ds,12,iwin,2011,+3,puzzle
jimmy neutron: boy genius,gba,12,thq,2001,+3,platform
help wanted: 50 wacky jobs,wii,10,hudson soft,2008,+3,simulation
john daly's prostroke golf,ps3,9,o-games,2010,+3,sports
jojo's bizarre adventure: all star battle,ps3,14,namco bandai games,2013,+12,fighting
jonah lomu rugby challenge,pc,14,home entertainment suppliers,2011,+3,sports
journey,ps3,18,sony computer entertainment europe,2012,+7,adventure
juiced,ps2,12,thq,2005,+12,racing
juiced 2: hot import nights,pc,14,thq,2007,+12,racing
juiced 2: hot import nights,psp,14,thq,2007,+12,racing
juiced 2: hot import nights,ds,11,thq,2007,+12,racing
juiced 2: hot import nights,ps3,14,thq,2007,+12,racing
juiced 2: hot import nights,ps2,14,thq,2007,+12,racing
juiced: eliminator,psp,10,thq,2006,+12,racing
jumper: griffin's story,wii,6,eidos interactive,2008,+12,action
jumper: griffin's story,ps2,8,eidos interactive,2008,+12,action
big league sports,wii,8,activision,2008,+3,sports
jurassic: the hunted,ps3,13,activision,2009,unknown,shooter
jurassic park: operation genesis,ps2,14,konami digital entertainment,2003,+12,simulation
jurassic park: operation genesis,pc,14,vivendi games,2003,unknown,simulation
jurassic park iii: island attack,gba,14,konami digital entertainment,2001,+3,adventure
jurassic park iii: park builder,gba,14,konami digital entertainment,2001,+3,simulation
just cause,ps2,9,eidos interactive,2006,+16,action
just cause,pc,12,eidos interactive,2006,+16,action
just cause 2,pc,15,square enix,2010,+18,action
just cause 2,ps3,15,square enix,2010,+18,action
just dance,wii,10,ubisoft,2009,+3,misc
just dance: disney party,wii,12,ubisoft,2012,+3,misc
just dance 2,wii,14,ubisoft,2010,+3,misc
just dance 2014,ps4,16,ubisoft,2013,+3,misc
just dance 2014,wiiu,15,ubisoft,2013,+3,misc
just dance 2015,wii,15,ubisoft,2014,+3,misc
just dance 2015,wiiu,15,ubisoft,2014,+3,misc
just dance 2015,ps4,15,ubisoft,2014,+3,misc
just dance 3,ps3,15,ubisoft,2011,+3,misc
just dance 3,wii,15,ubisoft,2011,+3,misc
just dance 4,wiiu,15,ubisoft,2012,+3,misc
just dance 4,ps3,15,ubisoft,2012,+3,misc
just dance 4,wii,15,ubisoft,2012,+3,misc
kao challengers,psp,13,atari,2005,+7,platform
kao the kangaroo,gba,13,titus,2001,+3,platform
kao the kangaroo round 2,ps2,12,jowood productions,2005,+3,platform
katamari forever,ps3,14,namco bandai games,2009,+3,puzzle
kelly slater's pro surfer,ps2,16,activision,2002,+3,sports
kelly slater's pro surfer,gba,15,activision,2002,unknown,sports
kengo: master of bushido,ps2,15,ubisoft,2000,+3,fighting
kessen,ps2,14,electronic arts,2000,+12,strategy
kessen ii,ps2,15,thq,2001,unknown,strategy
kessen iii,ps2,15,tecmo koei,2004,+12,strategy
kingdom of paradise,psp,14,sony computer entertainment,2005,+12,role-playing
kid icarus: uprising,3ds,17,nintendo,2012,+3,action
killer instinct,snes,17,nintendo,1995,unknown,fighting
killzone,ps2,16,sony computer entertainment,2004,+16,shooter
killzone: shadow fall,ps4,18,sony computer entertainment,2013,+18,shooter
killzone 2,ps3,17,sony computer entertainment,2009,+18,shooter
killzone 3,ps3,16,sony computer entertainment,2011,+18,shooter
killzone: liberation,psp,16,sony computer entertainment,2006,+16,shooter
disney's kim possible: global gemini,ds,11,disney interactive studios,2007,+7,platform
king arthur,ps2,10,konami digital entertainment,2004,+12,action
king's bounty: armored princess,pc,15,1c company,2009,+12,role-playing
king's field: the ancient city,ps2,5,metro 3d,2001,+3,role-playing
kingdom hearts,ps2,15,sony computer entertainment,2002,+12,role-playing
kingdom hearts: birth by sleep,psp,18,square enix,2010,+12,role-playing
kingdom hearts: chain of memories,gba,15,square enix,2004,+3,role-playing
kingdom hearts 3d: dream drop distance,3ds,17,square enix,2012,+12,action
kingdom hearts ii,ps2,18,square enix,2005,+3,role-playing
kirby's epic yarn,wii,15,nintendo,2010,+3,platform
kirby's epic yarn,wii,10,nintendo,2010,+7,platform
kirby's epic yarn,wii,10,nintendo,2010,+3,platform
kirby: planet robobot,3ds,15,nintendo,2016,+7,action
kirby: canvas curse,ds,15,nintendo,2005,+3,platform
kirby: triple deluxe,3ds,16,nintendo,2014,+7,platform
kirby 64: the crystal shards,n64,14,nintendo,2000,+3,platform
kirby: mass attack,ds,17,nintendo,2011,+3,platform
kirby super star ultra,ds,16,nintendo,2008,+3,platform
kirby's block ball,gb,16,nintendo,1995,+3,puzzle
kirby's dream land,gb,14,nintendo,1992,unknown,platform
kirby's dream land 2,gb,17,nintendo,1995,+3,platform
kirby's dream land 3,snes,16,nintendo,1997,+3,platform
kirby super star,snes,17,nintendo,1996,+3,platform
kirby's pinball land,gb,17,nintendo,1992,+3,misc
klonoa,wii,15,namco bandai games,2008,+3,platform
klonoa: empire of dreams,gba,16,infogrames,2001,+3,platform
klonoa 2: lunatea's veil,ps2,16,sony computer entertainment,2001,+3,platform
knack,ps4,10,sony computer entertainment europe,2013,+3,platform
knights contract,ps3,9,namco bandai games,2011,+18,action
knights in the nightmare,psp,15,atlus,2010,+3,role-playing
knights in the nightmare,ds,18,sting,2008,+3,role-playing
knights of honor,pc,15,sunflowers,2004,+12,strategy
knockout kings 2000,n64,12,electronic arts,1999,+3,fighting
knockout kings 2001,ps2,14,electronic arts,2001,+3,fighting
knockout kings 2002,ps2,15,electronic arts,2002,+3,sports
konami collector's series: arcade advanced,gba,3,konami digital entertainment,2002,+3,misc
konami krazy racers,gba,15,konami digital entertainment,2001,+3,racing
kororinpa: marble mania,wii,14,nintendo,2006,+3,puzzle
kung fu panda: legendary warriors,ds,8,activision,2008,+7,action
kung fu panda: legendary warriors,wii,8,activision,2008,unknown,action
kung fu panda,ds,10,activision,2008,+7,action
kung fu panda,ps2,12,activision,2008,+7,action
kung fu panda,wii,11,activision,2008,+7,action
kung fu panda,pc,13,activision,2008,+7,action
kung fu panda,ps3,13,activision,2008,+7,action
kung fu panda 2,ds,8,thq,2011,+3,action
kung fu panda 2,ps3,9,thq,2011,unknown,action
kuon,ps2,12,indie games,2004,+16,adventure
the adventures of cookie & cream,ps2,12,empire interactive,2000,+3,puzzle
kya: dark lineage,ps2,14,atari,2003,+12,adventure
l.a. noire,ps3,17,take-two interactive,2011,+18,adventure
l.a. noire: the complete edition,pc,17,take-two interactive,2011,+18,adventure
ice age 2: the meltdown,gba,10,vivendi games,2006,+3,platform
ice age 2: the meltdown,gba,11,vivendi games,2006,+3,platform
ice age 2: the meltdown,wii,12,vivendi games,2006,+3,platform
ice age 2: the meltdown,ds,12,vivendi games,2006,+3,platform
ice age 2: the meltdown,ps2,12,vivendi games,2006,+3,platform
ice age: dawn of the dinosaurs,ps2,13,activision,2009,+7,action
ice age: dawn of the dinosaurs,wii,13,activision,2009,+7,action
ice age: dawn of the dinosaurs,ds,12,activision,2009,unknown,action
ice age: dawn of the dinosaurs,pc,13,activision,2009,+7,action
ice age: dawn of the dinosaurs,ps3,13,activision,2009,+7,action
the con,psp,11,sony computer entertainment,2005,+16,fighting
championship manager 2010,pc,15,eidos interactive,2009,+3,sports
championship manager 3,pc,15,eidos interactive,2003,+3,sports
tim burton's the nightmare before christmas: oogie's revenge,ps2,14,disney interactive studios,2004,+7,adventure
petz wild animals: dolphinz,ds,10,ubisoft,2007,+3,simulation
brain age: concentration training,3ds,14,nintendo,2012,unknown,puzzle
the destiny of zorro,wii,4,505 games,2009,+12,action
the wild thornberrys movie,gba,9,thq,2002,+3,platform
the great escape,ps2,10,sci,2003,+12,action
beowulf: the game,psp,8,ubisoft,2007,+18,action
beowulf: the game,ps3,9,ubisoft,2007,+18,action
beowulf: the game,ps3,12,ubisoft,2007,+12,action
the legend of spyro: dawn of the dragon,ds,12,vivendi games,2008,+7,platform
the legend of spyro: dawn of the dragon,wii,14,vivendi games,2008,+7,platform
the legend of spyro: dawn of the dragon,wii,8,vivendi games,2008,+3,platform
the legend of spyro: dawn of the dragon,ps3,14,vivendi games,2008,+7,platform
the legend of spyro: dawn of the dragon,ps2,14,vivendi games,2008,+7,platform
the legend of spyro: dawn of the dragon,ps2,8,vivendi games,2008,+3,platform
march of the penguins,ds,6,zoo digital publishing,2006,+3,adventure
the mummy: tomb of the dragon emperor,wii,11,vivendi games,2008,+12,action
the mummy: tomb of the dragon emperor,ds,7,vivendi games,2008,+12,action
the mummy: tomb of the dragon emperor,ps2,12,vivendi games,2008,unknown,action
style savvy: trendsetters,3ds,17,nintendo,2012,+3,simulation
night at the museum: battle of the smithsonian,ds,12,majesco entertainment,2009,+7,action
night at the museum: battle of the smithsonian,wii,12,majesco entertainment,2009,+7,action
la pucelle: tactics,ps2,15,tecmo koei,2002,+12,role-playing
the sum of all fears,gba,14,ubisoft,2002,+3,shooter
the land before time: into the mysterious beyond,gba,9,game factory,2006,+3,platform
up,psp,13,thq,2009,+3,action
up,ps2,13,thq,2009,+3,action
up,ds,10,thq,2009,+3,action
up,ps3,10,thq,2009,+3,action
up,wii,10,thq,2009,+3,action
lady sia,gba,15,tdk mediactive,2001,+3,platform
lair,ps3,8,sony computer entertainment,2007,+16,action
last rebellion,ps3,10,nippon ichi software,2010,+12,role-playing
last window: the secret of cape west,ds,14,nintendo,2010,+12,adventure
dr. seuss' the cat in the hat,ps2,12,vivendi games,2003,unknown,misc
lego pirates of the caribbean: the video game,ps3,9,disney interactive studios,2011,+16,action
lego pirates of the caribbean: the video game,ps3,13,disney interactive studios,2011,+3,action
ultimate board game collection,psp,11,xplosiv,2007,+3,misc
ultimate board game collection,wii,7,xplosiv,2007,+3,misc
ultimate board game collection,ps2,9,xplosiv,2006,+3,misc
the last airbender,wii,7,thq,2010,+12,action
the last airbender,ds,10,thq,2010,+12,action
disney's a christmas carol,ds,9,disney interactive studios,2009,+7,adventure
disney's the jungle book,gba,14,ubisoft,2002,+3,platform
disney's the haunted mansion,ps2,12,take-two interactive,2003,+7,platform
le mans 24 hours,ps2,16,infogrames,2001,+3,racing
the chronicles of narnia: prince caspian,wii,11,disney interactive studios,2008,+7,action
the chronicles of narnia: prince caspian,ds,11,disney interactive studios,2008,+7,action
the chronicles of narnia: prince caspian,ps2,11,disney interactive studios,2008,+7,action
the chronicles of narnia: prince caspian,ps3,11,disney interactive studios,2008,+7,action
finding nemo,gba,9,thq,2003,+3,action
finding nemo,ps2,7,thq,2003,+3,action
x-men: the official game,ds,15,activision,2006,+3,action
x-men: the official game,ds,9,activision,2006,+7,action
the godfather ii,ps3,14,electronic arts,2009,+18,action
charlotte's web,ds,9,sega,2006,+3,action
the polar express,gba,4,thq,2004,+3,adventure
the polar express,ps2,7,thq,2004,+3,adventure
the mummy returns,ps2,10,universal interactive,2001,unknown,action
the scorpion king: rise of the akkadian,ps2,9,universal interactive,2002,+12,action
the lord of the rings: conquest,ds,8,electronic arts,2009,+12,action
the lord of the rings: conquest,pc,12,electronic arts,2009,unknown,action
the lord of the rings: conquest,ps3,12,electronic arts,2009,unknown,action
the lord of the rings: the fellowship of the ring,ps2,13,black label games,2002,+3,action
the lord of the rings: aragorn's quest,ps2,10,warner bros. interactive entertainment,2010,+12,action
the lord of the rings: aragorn's quest,ds,9,warner bros. interactive entertainment,2010,+12,action
the lord of the rings: aragorn's quest,wii,12,warner bros. interactive entertainment,2010,+12,action
the lord of the rings: aragorn's quest,ps3,7,warner bros. interactive entertainment,2010,+12,action
the lord of the rings: the return of the king,gba,15,electronic arts,2003,+3,action
the lord of the rings: the return of the king,ps2,17,electronic arts,2003,+3,action
the lord of the rings: the third age,gba,14,electronic arts,2004,+12,role-playing
the lord of the rings: the third age,ps2,13,electronic arts,2004,unknown,role-playing
the lord of the rings: the two towers,gba,16,electronic arts,2002,+3,action
the lord of the rings: the two towers,ps2,17,electronic arts,2002,+3,action
the lord of the rings online: mines of moria,pc,14,codemasters online,2008,+12,role-playing
the testament of sherlock holmes,pc,15,focus home interactive,2012,+16,adventure
the testament of sherlock holmes,ps3,15,focus home interactive,2012,+16,adventure
